,,,,,,
6.6,1716,12158100,0.72819,0.00676,4.01111,0.34626
6.4,1358,121972200,0.79910,0.00779,3.93152,0.78071
5.1,1484,22481790,0.69068,0.00135,4.03929,0.74227
4.7,1674,18781300,0.78829,0.01469,4.16528,0.42182
5.0,1555,11511200,0.97625,0.00336,3.92381,0.12019
4.8,1725,30112300,0.76267,0.01445,4.15556,0.41732
